NCGC00254346-01,CC(C)=CCC\C(C)=C/CO
NCGC00344583-01,OS(O)(=O)=O.[H][C@@]12N3CC[C@@]14C5=CC(=C(OC)C=C5N(C)[C@@]4([H])[C@](O)([C@H](OC(C)=O)[C@]2(CC)C=CC3)C(=O)OC)[C@]6(C[C@H]7C[N@](C[C@](O)(CC)C7)CCC8=C6NC9=CC=CC=C89)C(=O)OC
NCGC00259792-01,NC1=CC=C(C=C1)S(=O)(=O)NC2=NC=CS2
NCGC00256730-01,CC(=O)CC(=O)NC1=CC2=C(NC(=O)N2)C=C1
NCGC00257566-01,CCCCCCCCCCCCCC(=O)OC
NCGC00257714-01,CCC(COCCOC(=O)C=C)(COCCOC(=O)C=C)COCCOC(=O)C=C
NCGC00256453-01,O1C2=CC=CC=C2OC3=C1C=CC=C3
NCGC00254735-01,CC1=C(Cl)C(=O)N(C(=O)N1)C(C)(C)C
NCGC00258168-01,F[P-](F)(F)(F)(F)F.CCCC[N+]1(C)CCCC1
NCGC00259587-01,OCCO
NCGC00091146-04,N1C2=CC=CC=C2SC3=C1C=CC=C3
NCGC00178238-05,Cl.COC1=CC=C(OC)C(=C1)C(O)CNC(=O)CN
NCGC00258425-01,C=CC1CO1
NCGC00259148-01,COCN(COC)C1=NC(=NC(=N1)N(COC)COC)N(COC)COC
NCGC00092329-06,OC(CN1CCC(CC2=CC=C(F)C=C2)CC1)C3=CC=C(Cl)C=C3
NCGC00255090-01,CC1=NN(CO)C(C)=C1
NCGC00257036-01,SC1=CC=CC=C1
NCGC00181034-03,Cl.ClC1=CC=CC(=C1)C(N2C=CN=C2)C3=CC=C4N=CNC4=C3
NCGC00255605-01,CCCCC(CC)COC(=O)C1=CC=CC=C1
NCGC00257373-01,NC1=CC(Cl)=CC(Cl)=C1
NCGC00016374-05,NC(=O)NC1=CC=C(C=C1)[As](O)(O)=O
NCGC00255548-01,CC1CC(O)CC(C)(C)C1
NCGC00258758-01,CC\C=C1\OC(=O)C2=CC=CC=C12
NCGC00260143-01,[Na+].[O-][N+]([O-])=O
NCGC00169145-02,OC[C@H]1O[C@@H](OCCC2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O
NCGC00257865-01,CCCCCCCCCCOC(=O)C(C)=C
NCGC00091595-07,O.O.O.O.[Na+].[O-]C1=C(C=CC=C1)C2=CC=CC=C2
NCGC00255201-01,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])CC[C@@]45O[C@@H]4C(O)=C(C[C@]35C)C#N
NCGC00166022-02,O[C@@H](C(O)=O)C1=CC=CC=C1
NCGC00164353-05,OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO
NCGC00256951-01,CC(C)CC(=O)CC(C)C
NCGC00255467-01,OC(=O)C1=C(O)C2=CC=CC=C2C(O)=C1
NCGC00254151-01,OC12N=C(SC1CC3=CC(Cl)=CC=C23)C4=CC=CC=C4
NCGC00255846-01,C(CN1CCOCC1)OCCN2CCOCC2
NCGC00159486-06,OC(=O)CNC(=O)C1=CC=CC=C1
NCGC00247731-01,Cl.[H][C@@]12C[C@H]3C[C@H](CC)[C@]1([H])[N@](C3)CCC4=C2NC5=C4C=C(OC)C=C5
NCGC00255224-01,CC1(C)C(=O)NC(=O)NC1=O
NCGC00254790-01,CC(C)(C)C(=O)C(OC1=CC=C(Cl)C=C1)N2C=NC=N2
NCGC00262914-01,ClCCC(=O)NCC1=CC=CC=C1
NCGC00259314-01,[O-][N+](=O)C1=CC2=C(C=C1)C3=C(C2)C=CC=C3
NCGC00258248-01,CC(O)COC(=O)C(C)=C
NCGC00257082-01,C1CN(CCO1)SSN2CCOCC2
NCGC00256201-01,[Na+].[O-]C(=O)C1=CC(=CC=C1)[N+]([O-])=O
NCGC00258584-01,CCCCCCCCCCC(O)=O
NCGC00274063-01,Cl.COC1=CC=C(C=C1)C2=NC3=C(N2)C=CC(=C3)C4=NNC(=O)CC4C
NCGC00254618-01,C[C@H](CCO)CCC=C(C)C
NCGC00258960-01,CCOP(=S)(OCC)OC1=NC(=NC(C)=C1)C(C)C
NCGC00254275-01,OC1=CC=C(C=C1)C2=COC3=C(C(O)=CC(O)=C3)C2=O
NCGC00159418-05,FC1=CN(C2CCCO2)C(=O)NC1=O
NCGC00255668-01,CC(=O)O[C@@H]1CC2CCC1(C)C2(C)C
NCGC00260291-01,OC(=O)CNCC(O)=O
NCGC00255198-01,CC(C)=CCCC(C)=CCCC(C)(O)C=C
NCGC00159419-04,CCC1(CC)C(=O)NC(=O)NC1=O
NCGC00256905-01,CC(=O)OC\C=C(/C)CC\C=C(/C)CCC=C(C)C
NCGC00025018-10,[H][C@@]12CC[C@H](O)[C@H](C(=O)OC)[C@@]1([H])C[C@]3([H])N(CCC4=C3NC5=C4C=CC=C5)C2
NCGC00260165-01,CCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
NCGC00164482-02,COC1=CC=C(C=C1)C(=O)N2CCN(CC(=O)N3CCOCC3)CC2
NCGC00254411-01,COS(=O)(=O)OC
NCGC00256745-01,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI
NCGC00095122-05,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NN=NN5
NCGC00256473-01,O=S1(=O)CC=CC1
NCGC00181111-02,CC1(C)CCC(C)(C)C2=C1C=CC(NC(=O)C3=CC=C(C=C3)C(O)=O)=C2
NCGC00260305-01,CC(C)C1=CC=CC=C1C(C)C
NCGC00253721-01,ClCC1=CC=CC(Cl)=C1
NCGC00254531-01,C1=CC=C(C=C1)N=NC2=CC=CC=C2
NCGC00253572-01,CCC(CC)(CNC(=O)CCCO)C1=CC(OC)=CC=C1
NCGC00254248-01,IC1=C(C=CC=C1)C(=O)NC2=CC=CC=C2
NCGC00256674-01,CCC(=O)OCCC(C)CCC=C(C)C
NCGC00255979-01,OC[C@H](O)[C@H](O)[C@@H](O)[C@H](O)CO
NCGC00016411-10,CCCCN(CCCC)CCCOC(=O)C1=CC=C(N)C=C1
NCGC00260099-01,CCCCCCCCCCCCCCCCC(O)=O
NCGC00255064-01,CCOC(=O)C(C)OC1=CC=C(OC2=NC3=C(O2)C=C(Cl)C=C3)C=C1
NCGC00256323-01,COC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1
NCGC00257147-01,CC=CC(O)=O
NCGC00255398-01,OCCN1CCOCC1
NCGC00258208-01,COC(C)(C)CCCC(C)C\C=C\C(C)=C\C(=O)OC(C)C
NCGC00091657-02,CCOCCOC(C)=O
NCGC00016272-05,OS(O)(=O)=O.OS(O)(=O)=O.NC(=N)NCCN1CCCCCCC1
NCGC00258993-01,OC1=C(C=CC=C1)[N+]([O-])=O
NCGC00260535-01,COC1=C(O)C=CC=C1
NCGC00257347-01,OCCC1=CC=CC=C1
NCGC00257309-01,[Cl-].C[N+](C)(CC=C)CC=C
NCGC00183843-01,OC(=O)CCCCCCNC1C2=C(CCC3=C1C=CC=C3)C=CC=C2
NCGC00091288-05,CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=N2
NCGC00255463-01,CCC1=NC=CN=C1CC
NCGC00259284-01,CC(C)COC(C)=O
NCGC00247336-02,[H][C@@]12CC[C@@H](O)[C@@H]3OC4=C(OC)C=CC5=C4[C@]13CCN(C)[C@@H]2C5
NCGC00260050-01,O.O.O.O.O.O.O.[Co++].[O-]S([O-])(=O)=O
NCGC00254993-01,CSC1=N[C@](C)(C(=O)N1NC2=CC=CC=C2)C3=CC=CC=C3
NCGC00257669-01,CCCCCCCCCCCC1=CC=CC=C1
NCGC00018243-09,CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1
NCGC00257541-01,CC(=O)C1=CC2=CC=CC=C2C=C1
NCGC00258289-01,F[P-](F)(F)(F)(F)F.CCCCCCN1C=C[N+](C)=C1
NCGC00254181-01,NC(N)=O
NCGC00259329-01,CC(C)(N)CO
NCGC00255379-01,OC1=NN=C(O1)C2=CC=C(O2)[N+]([O-])=O
NCGC00255679-01,CC1OC(=O)C(C)OC1=O
NCGC00259107-01,CCC(C)CO
NCGC00258272-01,[Cl-].CCCCCCN1C=C[N+](C)=C1
NCGC00163329-03,OS(O)(=O)=O.COC(=O)[C@@H](N1CCC2=C(C1)C=CS2)C3=CC=CC=C3Cl
NCGC00257799-01,CC(C)C(NC1=C(Cl)C=C(C=C1)C(F)(F)F)C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2
NCGC00255171-01,CCOC(=O)N1CCC(CC1)=C2C3=C(CCC4=C2N=CC=C4)C=C(Cl)C=C3
NCGC00258036-01,CCCCCCCC[Sn](Cl)(Cl)CCCCCCCC
NCGC00255033-01,OP(O)(=O)CCCl
NCGC00015859-14,CCN(CC)CCNC(=O)C1=CC=C(N)C=C1
NCGC00258299-01,CC(C)CCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCCC(C)C
NCGC00259241-01,CCCCNS(=O)(=O)C1=CC=CC=C1
NCGC00258829-01,Cl.CC1=CC=CC=C1N
NCGC00260453-01,C1=CC=C2C=NN=CC2=C1
NCGC00166258-02,CC(C)CCOC(=O)C1=CC=C(C=C1)N(C)C
NCGC00015245-10,[Cl-].CC(C[N+](C)(C)C)OC(N)=O
NCGC00256718-01,C[SiH](O[Si](C)(C)C)O[Si](C)(C)C
NCGC00095048-06,BrCCC(=O)N1CCN(CC1)C(=O)CCBr
NCGC00257042-01,CCCCCCCCCCCCC=C
NCGC00255568-01,[H][C@@]1([C@H](OC)[C@@H](CC[C@]12CO2)OC(=O)\C=C\C=C\C=C\C=C\C(O)=O)[C@@]3(C)O[C@@H]3CC=C(C)C
NCGC00255996-01,OC(=O)CC(C(O)=O)S(O)(=O)=O
NCGC00256994-01,CC1=CC=C(C=C1)C(C)(C)C
NCGC00091278-03,NC1=CC(=C(N)C=C1)[N+]([O-])=O
NCGC00259918-01,COC(=O)C1=CC=C(C=O)C=C1
NCGC00257267-01,FC1=CC(Br)=C(C=C1)C(=O)NS(=O)(=O)\C=C\C2=CC=CS2
NCGC00165810-02,Cl.O=C(NC1CCN(CCC2=CNC3=C2C=CC=C3)CC1)C4=CC=CC=C4
NCGC00260152-01,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]3([H])C4=C(C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@@]23[H])C=C(O)C=C4
NCGC00249917-01,ClC1=CC2=C(NC(=O)CN3CCOC23C4=C(Cl)C=CC=C4)C=C1
NCGC00254387-01,NC1=CC2=C3N(CCC3=C1)C(=O)[C@H](NC(=O)C4=CC=CN=C4)N=C2C5=CC=CC=C5
NCGC00161670-06,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CC(C)C)C(C)C)C(C)C)[C@@H](O)CC(O)=O
NCGC00164582-02,CC(C)=CCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3
NCGC00258468-01,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
NCGC00260410-01,CCCCCCCCCBr
NCGC00178810-03,[Na+].CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](OC2=CC=C3C([O-])=C(NC(=O)C4=CC=C(O)C(CC=C(C)C)=C4)C(=O)OC3=C2C)OC1(C)C
NCGC00164494-02,CC(=O)NC1=NC=C(S1)[N+]([O-])=O
NCGC00256084-01,CC(C)CCCC(C)CC=O
NCGC00260240-01,[I-].CCCC[N+]1=CC=CC=C1
NCGC00166240-02,NNC(=O)CC#N
NCGC00254368-01,O=C(N[C@H]1CN2CCC1CC2)C3=CC4=C(OC=C4)C=N3
NCGC00166075-02,OCC1=NC=CC=C1
NCGC00253709-01,OC1(CCNCC1)C2=CC=C(Cl)C=C2
NCGC00257472-01,CCC(C)(O)CCCC(C)C
NCGC00259720-01,CCCCC\C=C/C\C=C/CCCCCCCC(O)=O
NCGC00274073-01,NC(=O)N[C@@H](CCC(O)=O)C(O)=O
NCGC00258925-01,OC1=CC=C(\C=C\C2=CC(O)=CC(O)=C2)C=C1
NCGC00258379-01,CC[S+](C)CC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
NCGC00166120-02,[Br-].CCCCCCCCCCCCCCCC[N+](C)(C)CC
NCGC00256414-01,CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1
NCGC00018277-06,Cl.CCN(CCCCOC(=O)C1=CC(OC)=C(OC)C=C1)C(C)CC2=CC=C(OC)C=C2
NCGC00260232-01,[I-].CCCC[N+]1=CC=CC(C)=C1
NCGC00015861-09,CCCN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C
NCGC00254645-01,COC1=CC(Cl)=C(OC)C=C1Cl
NCGC00254547-01,[O-][N+](=O)C1=CC=C(O1)C=NN2CC(=O)NC2=O
NCGC00257301-01,CC(C)(Cl)Cl
NCGC00257757-01,CC1=CC=CO1
NCGC00016612-05,COC1=NC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1OC
NCGC00259648-01,CC(C)(C1=CC=CC=C1)C2=CC=C(NC3=CC=C(C=C3)C(C)(C)C4=CC=CC=C4)C=C2
NCGC00259829-01,CC(COCC(C)OC(=O)C1=CC=CC=C1)OC(=O)C2=CC=CC=C2
NCGC00247674-01,Cl.COC1=CC(CCN)=CC(OC)=C1OC
NCGC00254314-01,CC(C)CCCCCCOC(=O)C1=CC=C(C(=O)OCCCCCCC(C)C)C(=C1)C(=O)OCCCCCCC(C)C
NCGC00255832-01,CNC(=S)NC
NCGC00254310-01,CC(=O)OC[C@H]1O[C@@](COC(C)=O)(O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O
NCGC00254341-01,CCCOC1=C(C=C(C=C1)S(=O)(=O)N2CCN(CC)CC2)C3=NC4=C(CC)N(CC5=CC=CC=N5)N=C4C(=O)N3
NCGC00254819-01,ClC1=CC=CC(=N1)C(Cl)(Cl)Cl
NCGC00255000-01,COC1=CC=CC(C(=O)NN(C(=O)C2=CC(C)=CC(C)=C2)C(C)(C)C)=C1C
NCGC00016936-04,C[C@H]1[C@H](NC(=O)C(=NOC(C)(C)C(O)=O)C2=CSC(N)=N2)C(=O)N1S(O)(=O)=O
NCGC00257627-01,NC1=C(O)C=C(C(Cl)=C1)[N+]([O-])=O
NCGC00256964-01,CC(C)C1=NC(=O)C=C(C)N1
NCGC00163597-04,CCCCCCC(=O)CCCCCC\C=C\C[C@@H](O)[C@H](O)[C@@](N)(CO)C(O)=O
NCGC00257493-01,OS(O)(=O)=O.OC1=C2N=CC=CC2=CC=C1.OC3=C4N=CC=CC4=CC=C3
NCGC00255006-01,CCCCC(CC)C(=O)OCCOCCOCCOCCOC(=O)C(CC)CCCC
NCGC00256355-01,NC(=N)NC#N
NCGC00260235-01,F[P-](F)(F)(F)(F)F.CCCC[N+]1=CC=C(C)C=C1
NCGC00016611-10,CCCCOC1=CC=C(CC(=O)NO)C=C1
NCGC00258627-01,[O-]C(=O)\C=C/C([O-])=O.C[NH+](C)CCC(C1=CC=CC=C1)C2=CC=CC=[NH+]2
NCGC00255773-01,CNC(=S)NN
NCGC00016347-07,NS(=O)(=O)C1=C(Cl)C=C2N=C(CSCC3=CC=CC=C3)NS(=O)(=O)C2=C1
NCGC00256697-01,NNC(=O)OCC1=CC=CC=C1
NCGC00257529-01,N#CCC#N
NCGC00257245-01,[Cl-].CCCC[P+](CCCC)(CCCC)CCCC
NCGC00259491-01,NC=O
NCGC00257392-01,CC1=CC[C@H]2C[C@@H]1C2(C)C
NCGC00257081-01,C1CCC(CC1)NC2CCCCC2
NCGC00260447-01,OC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O
NCGC00258809-01,CC(C)CCOC(C)=O
NCGC00018221-10,OC(=O)C1=C2C=CC=CC2=NC(=C1)C3=CC=CC=C3
NCGC00258602-01,NC(=O)NC1=CC=C(C=C1)[As](O)(O)=O
NCGC00256356-01,O=C1CCC2=C(O1)C=CC=C2
NCGC00179366-03,CS(=O)(=O)C1=CC=C(C=C1)[C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl
NCGC00254279-01,O=C(OCCCCCOC(=O)C1=CC=CC=C1)C2=CC=CC=C2
NCGC00259767-01,CCC1=CC=CC2=C1NC3=C2CCOC3(CC)CC(O)=O
NCGC00258976-01,COC1=CC2=C(C=C1)N=C(N)S2
NCGC00015036-11,NC12CC3CC(CC(C3)C1)C2
NCGC00258596-01,CC(C)[C@H]1CC[C@H](C)C[C@@H]1O
NCGC00258097-01,COC1=CC=C(C(=O)C2=CC=C(OC)C=C2O)C(O)=C1
NCGC00257187-01,NC1=CC=C(C=C1)S(=O)(=O)NC2=NC=CS2
NCGC00257403-01,CC(C)C1CCC(C)CC1O
NCGC00090962-05,O=C1C=C(OC2=CC=CC=C12)C3=CC=CC=C3
NCGC00015834-19,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2
NCGC00255361-01,COC(=O)C1=C(C=C(C)C=C1)C2=NC(=O)C(C)(N2)C(C)C
NCGC00255458-01,OC1=C(C=CC2=C1C=CC=C2)C(=O)OC3=CC=CC=C3
NCGC00015864-07,Cl.CCN(CC)CCOC(=O)C1=CC=C(N)C=C1
NCGC00261977-01,[O-][N+](=O)C1=CN=CN1CCN2CCOCC2
NCGC00091210-02,[O-][N+](=O)C1=CC2=CC=CC=C2C(=C1)[N+]([O-])=O
NCGC00015227-08,Cl.CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C2=CC=CC=N2
NCGC00258214-01,[Cl-].C[N+](C)(C)C
NCGC00259938-01,IC(I)I
NCGC00254135-01,O=C1NC(=O)C(N1)(C2=CC=CC=C2)C3=CC=CC=C3
NCGC00344584-01,COC1=CC=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)C=C1OC
NCGC00259363-01,CN1CCC[C@H]1C2=CN=CC=C2
NCGC00247932-02,OC(=O)\C=C\C(O)=O.C(CC1=CC2=C(OCO2)C=C1)N3CCC[C@@H](C3)OC(C4=CC=CC=C4)C5=CC=CC=C5
NCGC00090987-05,OC(=O)CC1=C2C=CC=CC2=CC=C1
NCGC00254370-01,CC(=O)C1=CC=CC=C1
NCGC00016819-05,COC1=CC=C2C(=C1)C(=O)N(CCC3=CC=C(C=C3)S(=O)(=O)NC(=O)NC4CCCCC4)C(=O)C2(C)C
NCGC00016542-06,C[C@H](N)[C@H](O)C1=CC=C(O)C(O)=C1
NCGC00254276-01,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O
NCGC00259419-01,CC1=CC(=O)NC(=S)N1
NCGC00255352-01,OC1=CC=C(C=C1)C(=O)OCC2=CC=CC=C2
NCGC00259646-01,COC1=CC=C(C=C1)C2=COC3=C(C2=O)C(O)=CC(O)=C3
NCGC00258182-01,O=S1(=O)CCCC1
NCGC00159392-05,CC(C)(O)C(Cl)(Cl)Cl
NCGC00096014-03,OC(=O)C1=C(OC(=O)C2=C(O)C=CC=C2)C=CC=C1
NCGC00255733-01,CC(C)CCCCCCN
NCGC00164617-04,COC1=C(C=C(C=C1)C2=CC=C3C=C(C=CC3=C2)C(O)=O)C45CC6CC(CC(C6)C4)C5
NCGC00254342-01,OC1=CC2=C(CC3=CC=CC=C23)C=C1
NCGC00258263-01,OCC(Br)CBr
NCGC00258658-01,O.O.OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
NCGC00257381-01,CC[Si](OC(C)=O)(OC(C)=O)OC(C)=O
NCGC00260531-01,OC1=CC=CC2=CC=CN=C12
NCGC00166212-02,CC1=CC=C(Cl)C(O)=C1
NCGC00260309-01,CCCCCCCCCCCCCCCCCCOC(=O)C(C)=C
NCGC00259024-01,OCC1=CC=CC(OC2=CC=CC=C2)=C1
NCGC00066947-05,CC(C)(C)C(O)C(OC1=CC=C(Cl)C=C1)N2C=NC=N2
NCGC00259868-01,BrC(Br)C#N
NCGC00095088-05,O=C1NC(=S)NC=C1
NCGC00254906-01,CSC1=NC(NC(C)C)=NC(N=[N+]=[N-])=N1
NCGC00257582-01,CCC(CO)(CO)CO
NCGC00254584-01,CC(OC1=CC(Cl)=CC=C1)C(O)=O
NCGC00259281-01,O=C(OCCOCCOC(=O)C1=CC=CC=C1)C2=CC=CC=C2
NCGC00258931-01,CC(C)C1=CC=C(C=C1)C(C)C
NCGC00253963-01,COCCOCCOC
NCGC00257916-01,CC(Cl)CCl
NCGC00258029-01,O=C(C1=CC2=C(C=C1)C(=O)OC2=O)C3=CC4=C(C=C3)C(=O)OC4=O
NCGC00258054-01,Cl.NNC1=CC=C(C=C1)C(O)=O
NCGC00249907-01,NS(=O)(=O)C1=CC=C(C=C1)N2CCCCS2(=O)=O
NCGC00254992-01,CC(C)(C)NC(=O)C=C
NCGC00178168-04,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C3=CC=CC=C3
NCGC00254970-01,C[SiH](O[Si](C)(C)C)O[Si](C)(C)C
NCGC00013287-07,NS(=O)(=O)C1=CC=C(C=C1)C(O)=O
NCGC00257769-01,Cl.CC1=CC(N)=CC=C1
NCGC00022019-03,[H][C@@]12C[C@H](C)[C@](OC(=O)CCC)(C(=O)CCl)[C@@]1(C)CC(=O)[C@@]3(F)[C@@]2([H])CCC4=CC(=O)C=C[C@]34C
NCGC00259395-01,NC1=NC(NC2CC2)=NC(N)=N1
NCGC00167962-06,Cl.CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CC3=C(C[C@H]2C(O)=O)C=CC=C3
NCGC00183833-01,OC[C@H]1O[C@H](OC2=CC=C(CCCCCCC3=CC=C(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)C(=C3)C5=CC(CC(O)=O)=CC=C5)C=C2C6=CC(CC(O)=O)=CC=C6)[C@@H](O)[C@@H](O)[C@@H]1O
NCGC00259202-01,CCC(O)OCCCOC
NCGC00018139-05,CC(C)OC1=CC2=C(C=C1)C(=O)C(=CO2)C3=CC=CC=C3
NCGC00256459-01,[K+].[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@@]2([H])NC(=O)COC3=CC=CC=C3)C([O-])=O
NCGC00160162-04,CN(C)CCC1=CC=C(O)C=C1
NCGC00255399-01,OC1=CC(O)=C(O)C2=C1C(=O)C3=C(C=CC=C3)C2=O
NCGC00258170-01,[N-]=C=NC#N.CCCC[N+]1(C)CCCC1
NCGC00256742-01,CCOC1=C(O)C=C(\C=C/C)C=C1
NCGC00260539-01,CCCCCCCCCCCCCCCCN(C)C
NCGC00256383-01,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
NCGC00182047-03,NC1=NC(F)=NC2=C1N=CN2[C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3O
NCGC00257651-01,CCCOCCOCCO
NCGC00254384-01,CC1=C(Cl)C=CC=C1
NCGC00264003-02,OC(=O)[C@@H](S)[C@H](S)C(O)=O
NCGC00024609-02,NP(N)(=O)NC(=O)C1=CC=C(F)C=C1
NCGC00249893-01,OC(=O)C(=O)NC1=CC(=CC(NC(=O)C(O)=O)=C1Cl)C#N
NCGC00253577-01,Cl.[H][C@@]2(NC(=O)[C@H](N)C1=CC=CC=C1)C(=O)N3[C@@H](C(=O)OCC4=C(C)OC(=O)O4)C(C)(C)S[C@]23[H]
NCGC00258511-01,CC1=CC=CC(OC2=CC=CC=C2)=C1
NCGC00258010-01,CCCCCCCCCCCCCCCl
NCGC00256983-01,CCCOCCO
NCGC00259575-01,Cl.CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2
NCGC00254111-01,[Na+].[O-]C(=O)C1=CC=C2N(CC3=NOC(=C3)C4=CC=C(Cl)S4)C(=NC2=C1)C(=O)NC5CCN(CC5)C6CC6
NCGC00260487-01,BrCC(=O)C1=CC=CC=C1
NCGC00258941-01,OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl
NCGC00256924-01,CC(C)C(=O)OCC=CC1=CC=CC=C1
NCGC00255851-01,[H][C@]12CC[C@]3(C1)C(=CCCC3(C)C)C2(C)C
NCGC00258612-01,O=CC1CCC=CC1
NCGC00259255-01,CCC(C)=NO
NCGC00259468-01,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O
NCGC00259216-01,CC(OC1=C(C)C=C(Cl)C=C1)C(O)=O
NCGC00255622-01,[H][C@]12C[C@]1(CC(=O)[C@@H]2C)C(C)C
NCGC00257341-01,OC1=CC=C(C=C1)C(=O)OC2=CC=CC=C2
NCGC00256651-01,[Na+].CCCC(CCC)C([O-])=O
NCGC00255381-01,NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O
NCGC00025172-02,CN(C(=O)C1=C(O)C2=C(C=CC=C2)N(C)C1=O)C3=CC=CC=C3
NCGC00257675-01,BrC1=CC=CC(=C1)C2=CC=CC=C2
NCGC00259396-01,CC(OC1=C(Cl)C=C(Cl)C=C1)C(O)=O
NCGC00096122-05,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N2C=NC3=C2N=CN=C3S
NCGC00255035-01,CC(C)OCCO
NCGC00257879-01,OC(=O)C1=CC=CC(Cl)=C1
NCGC00179341-04,CN1C2=CC=CC=C2C3=C1CCC(CN4C=CN=C4C)C3=O
NCGC00257201-01,BrC1=CC=C(Br)C=C1
NCGC00256615-01,CN1C(C)=NC=C1[N+]([O-])=O
NCGC00179358-04,Cl.[H][C@@]12[C@@H](O)[C@]3([H])C(=C)C4=C(C(O)=CC=C4)C(=O)C3=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C
NCGC00018121-07,CC(O)CN1C=NC2=C1C(=O)N(C)C(=O)N2C
NCGC00260420-01,CC(=O)C1CCCCC1=O
NCGC00258963-01,CC(CC1=CC=C(C=C1)C(C)(C)C)C=O
NCGC00259997-01,OC(=O)CCCC(O)=O
NCGC00253914-01,ClC1=C(Cl)C=CC=C1
NCGC00256181-01,OC1(CCCCC1)C(=O)C2=CC=CC=C2
NCGC00254083-01,CCCCOCCO
NCGC00091261-03,NC1=CC(=C(O)C=C1)[N+]([O-])=O
NCGC00254739-01,CC(C)C(OC(=O)C1=CC=CC=C1)C(C)(C)COC(=O)C2=CC=CC=C2
NCGC00274057-01,Cl.C[C@@H](N)[C@@H](O)C1=CC=CC=C1
NCGC00260431-01,COC1=CC=CC=C1\C=C\C=O
NCGC00259904-01,NC(=S)NNC(N)=S
NCGC00179332-03,Cl.CN(C\C=C\C1=CC=CC=C1)CC2=C3C=CC=CC3=CC=C2
NCGC00257385-01,ClC(Cl)C(=O)N(CC=C)CC=C
NCGC00254600-01,CCCC(C)C(O)CC
NCGC00095125-05,CCCCC1=NC(Cl)=C(CO)N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NN=NN4
NCGC00254149-01,CNC(C)=O
NCGC00254556-01,S1C=CC=C1C2=CC=C(S2)C3=CC=CS3
NCGC00164542-02,CC(C)(C)NCC(O)COC1=CC=C(NC(=O)NC2CCCCC2)C=C1
